BEDS,RBEDS,OUTV,ADM,SIR,SALESY,SALES12,PRHIP,PRKNEE,TH,TRAUMA,REHAB,HIP,KNEE,FEMUR
135,0,70755,6168,6526,0,0,54,56,0,0,0,51,64,46
337,0,40369,11701,10213,0,0,53,54,0,0,0,55,43,63
301,0,87149,12793,9560,0,0,67,10,1,0,0,66,8,87
100,0,18168,4673,4253,0,0,66,49,0,0,0,63,43,53
128,0,23055,4508,3228,0,0,45,61,0,0,0,39,75,45
174,0,36419,5308,5080,0,0,59,48,0,0,0,57,46,55
130,0,25257,4004,4289,0,0,46,47,0,0,0,48,45,65
128,0,19202,5281,3943,0,0,65,77,0,0,0,39,58,60
210,0,7267,6260,7203,0,0,66,51,1,0,0,56,46,55
102,0,16539,3453,4378,0,0,47,45,1,0,0,46,62,49
90,0,55650,3821,2160,0,0,49,36,0,0,0,59,51,47
125,0,15900,3886,2407,0,0,21,26,0,0,0,44,44,69
75,0,12720,0,0,0,0,54,101,0,0,0,50,100,6
115,0,16981,3090,2781,0,0,77,76,0,0,0,72,41,42
433,15,215276,9940,4412,0,0,43,43,1,0,1,46,64,45
160,0,66552,7073,4413,0,0,57,33,0,0,0,55,37,62
370,0,0,11513,8960,0,0,57,30,0,0,0,44,38,72
180,0,33911,8656,5423,0,0,45,36,0,0,0,49,32,73
214,27,63049,6879,3495,0,0,36,38,0,0,1,38,47,69
151,0,0,6067,4598,0,0,58,49,0,0,0,57,50,46
330,0,152060,7720,3722,0,0,59,39,1,0,0,59,40,53
126,0,65261,5187,4850,0,0,62,35,0,0,0,48,33,71
111,0,18478,5099,2016,0,0,38,17,0,0,0,35,20,97
204,0,18250,9548,7430,0,0,74,53,1,0,0,60,45,46
93,0,13730,3907,4672,0,0,52,49,1,0,0,59,44,48
198,0,52205,8077,5910,0,0,53,42,1,0,0,50,52,49
236,0,29106,7135,6750,0,0,45,29,0,0,0,31,27,93
202,0,18747,7579,8882,0,0,49,27,0,0,0,52,20,78
47,0,3285,2155,2668,0,0,33,23,0,0,0,68,43,39
14,0,0,212,632,0,0,35,94,0,0,0,33,111,5
100,19,9540,3549,3609,0,0,54,49,0,0,1,70,52,27
100,0,54750,3444,3335,0,0,58,22,0,0,0,38,51,60
122,0,43604,5539,3528,0,0,45,43,0,0,0,44,38,66
270,15,35860,6077,5204,0,0,65,68,0,0,1,51,50,46
198,0,15200,6525,8083,0,0,53,37,1,0,0,53,41,53
128,0,24121,5847,4861,0,0,42,41,0,0,0,37,49,61
95,0,37200,4498,4894,0,0,42,22,0,0,0,43,44,60
100,0,22671,4315,3261,0,0,54,43,0,0,0,61,29,56
173,0,24010,6530,3584,0,0,52,42,0,1,0,48,37,60
347,0,728667,13759,5317,0,0,44,42,1,1,0,49,30,66
178,0,0,6675,5897,0,0,35,17,0,0,0,43,35,67
101,0,19433,3928,2763,0,0,44,20,0,0,0,48,41,56
219,0,0,11804,6650,0,0,78,31,1,0,0,58,22,64
201,0,51000,6843,4126,0,0,49,39,0,0,0,43,27,74
493,0,113000,20784,8045,0,0,30,16,1,1,0,30,21,93
160,12,16695,3912,3174,0,0,50,63,0,0,1,36,69,38
53,0,13500,3082,2444,0,0,57,27,0,0,0,47,32,64
178,0,42400,7760,6637,0,0,39,18,0,1,0,43,35,65
276,0,12277,9371,4981,0,0,29,26,0,0,0,55,28,60
107,0,159544,5275,4900,0,0,18,19,0,0,0,34,39,70
43,0,32379,2011,2744,0,0,30,45,0,0,0,40,67,36
286,14,16425,8352,4163,0,0,84,36,0,0,1,48,27,66
175,0,23725,9403,5957,0,0,57,24,0,1,0,66,21,54
72,0,16425,3185,3133,0,0,35,43,0,0,0,47,45,49
117,0,42630,4201,5147,0,0,53,61,1,0,0,48,49,43
100,0,26725,3196,3176,0,0,39,66,0,0,0,44,58,38
58,0,0,1805,2905,0,0,43,59,0,0,0,39,64,37
150,0,21900,5615,3121,0,0,59,37,0,0,0,52,28,60
294,0,0,4009,1498,0,0,23,41,0,0,0,43,49,48
184,0,83811,5014,4710,0,0,50,46,0,0,0,43,47,48
105,0,37261,2451,1640,0,0,41,44,0,0,0,47,51,40
124,0,51770,5114,5933,0,0,75,39,0,0,0,54,36,47
280,0,198589,13482,11509,0,0,45,36,1,0,0,50,37,50
84,0,27046,4622,2517,0,0,42,21,0,0,0,58,22,57
85,0,16425,2103,1667,0,0,60,55,0,0,0,49,45,42
44,0,22525,2533,2426,0,0,55,49,0,0,0,49,49,38
183,0,102367,10284,5173,0,0,16,6,0,0,0,30,14,35
72,0,0,2912,1497,0,0,2,1,0,0,0,5,0,9
73,0,9065,2439,2868,0,0,5,3,0,0,0,25,11,45
128,0,0,4610,1920,0,0,2,1,0,0,0,8,0,16
81,0,0,5534,1808,0,0,5,1,0,0,0,9,0,21
64,0,0,3697,1476,0,0,3,0,0,0,0,0,0,1
80,0,8036,6709,5230,0,0,2,1,0,0,0,1,0,8
157,0,9936,7803,7977,0,0,18,25,0,0,0,16,41,16
121,0,46958,5995,4195,0,0,3,0,0,0,0,0,0,7
147,0,35965,3114,1240,0,0,5,5,0,0,0,8,3,8
113,0,0,3986,2396,0,0,2,1,0,0,0,9,0,10
286,0,73659,14582,13500,0,0,7,4,1,0,0,29,0,38
144,0,31969,8896,4693,0,0,8,0,1,0,0,9,0,17
330,0,1035,14641,9033,0,0,19,0,1,0,0,34,0,72
400,0,91789,17045,10965,0,0,24,0,1,0,0,16,0,38
160,0,8609,7614,5374,0,0,4,0,1,0,0,0,0,15
51,0,0,3023,632,0,0,1,0,0,0,0,0,0,1
155,0,50196,8734,8805,0,0,1,0,0,0,0,1,1,8
118,0,41098,6156,8411,0,0,3,0,0,1,0,0,0,8
63,0,1600,2660,2044,0,0,1,0,0,0,0,5,0,17
105,0,6416,3400,2344,0,0,4,2,0,0,0,8,2,19
144,0,116390,7905,3975,0,0,11,17,0,0,0,11,14,12
66,0,0,3054,1373,0,0,2,1,0,0,0,0,0,0
35,0,66875,1626,2809,0,0,2,1,0,1,0,2,0,3
106,0,0,5186,2799,0,0,8,16,0,0,0,5,18,3
110,0,3969,4288,3295,0,0,6,4,0,0,0,13,0,12
66,0,0,1421,1273,0,0,1,1,0,0,0,39,0,22
132,0,3989,4489,3425,0,0,2,3,0,0,0,4,2,11
167,0,8409,7197,6706,0,0,26,84,0,0,0,15,61,6
250,0,18076,11493,6604,0,0,27,45,0,0,0,32,33,41
143,0,27069,2361,1434,0,0,2,0,1,0,0,0,0,1
67,0,0,1943,1038,0,0,0,1,0,0,0,4,0,6
140,0,0,5761,2411,0,0,27,22,0,0,0,21,24,50
164,0,0,0,0,0,0,1,2,0,0,0,3,0,1
752,0,407230,13332,5090,0,0,18,19,1,0,0,20,26,21
123,0,26899,5906,3721,0,0,17,9,0,0,0,14,15,20
119,0,221679,2861,3190,0,0,6,3,0,0,0,8,0,14
444,0,194296,18906,8724,0,0,18,1,1,0,0,18,1,112
99,0,13825,6965,3558,0,0,24,32,0,0,0,20,32,23
203,0,35961,12225,6250,0,0,6,25,0,0,0,10,23,38
185,0,119392,6955,3255,0,0,32,29,0,0,0,16,17,50
40,40,7400,360,0,0,0,0,0,0,0,1,0,0,0
44,0,20075,1524,769,0,0,12,4,0,0,0,12,2,18
389,136,120809,2753,0,0,0,0,0,0,0,1,0,0,0
70,0,23850,2581,1324,0,0,16,5,1,0,0,17,3,14
52,0,40161,2037,719,14,36,12,6,0,0,0,10,3,15
111,0,52414,3021,2156,4,11,26,6,0,0,0,24,7,45
40,0,10675,778,788,0,0,5,4,1,0,0,0,0,0
116,0,65000,3049,1559,0,0,21,20,0,0,0,30,16,16
43,0,0,1648,1083,0,0,11,7,0,0,0,21,10,32
146,0,66250,4511,2280,0,0,29,41,0,0,0,47,27,46
128,0,76650,6011,6808,0,0,52,46,0,0,0,51,31,28
59,0,34675,2001,1378,0,0,18,12,0,0,0,16,14,20
57,0,54750,2691,2499,0,0,15,4,0,0,0,18,3,22
68,0,123083,1365,1014,0,0,3,2,0,0,0,2,0,3
128,0,16425,4168,2234,0,0,32,22,0,0,0,34,15,47
136,0,56575,5648,4674,0,0,32,16,1,0,0,26,14,28
115,0,122399,5191,4408,0,0,41,44,0,0,0,30,49,21
58,0,44044,2065,1071,2,2,22,4,0,0,0,18,3,17
156,0,0,4238,4226,0,0,47,23,0,0,0,44,39,31
182,0,29200,6472,4088,0,0,36,16,0,0,0,40,20,51
223,0,12985,7264,6263,0,0,58,36,0,0,0,27,0,17
133,0,32850,5875,4112,0,0,25,13,0,0,0,20,7,42
102,0,42775,4160,3010,0,0,47,18,0,0,0,40,14,26
156,0,18550,5701,4780,0,3,32,9,0,0,0,37,24,54
67,67,0,0,0,0,0,10,0,0,0,1,6,0,9
120,120,0,1149,0,0,0,0,0,0,0,1,0,0,0
186,0,37100,3694,1823,0,0,20,3,1,0,0,17,8,13
212,0,15061,703,0,13,13,0,0,0,0,0,0,0,0
347,0,187061,15995,12742,0,0,0,0,1,1,0,0,0,125
379,0,81606,10832,6660,0,0,45,36,1,1,0,51,33,34
312,0,159584,13894,6792,0,0,14,6,1,1,0,13,7,68
181,43,0,437,139,0,0,0,0,0,0,1,0,0,0
594,0,325145,8524,5426,0,0,54,41,1,0,0,42,32,34
65,0,3650,1439,1527,0,0,1,0,0,0,0,3,0,1
305,0,0,489,81,0,3,0,0,0,0,0,0,0,0
146,0,0,5011,2640,0,0,18,9,1,0,0,26,15,32
99,0,65526,3261,2533,12,40,24,15,0,0,0,23,5,34
192,0,41787,6752,5661,0,0,34,19,1,0,0,40,20,55
163,0,48545,4872,5474,0,0,40,13,0,0,0,31,17,53
159,0,0,1468,1911,0,0,0,1,1,0,0,0,0,0
102,0,14361,2478,845,0,0,9,2,0,0,0,7,0,22
175,0,73000,4163,3751,10,10,30,4,1,0,0,28,10,56
171,0,154491,7567,5108,0,0,29,35,0,0,0,31,31,35
161,0,37230,5491,3291,0,0,48,23,0,1,0,45,27,64
77,0,3180,2581,4093,0,0,33,14,0,0,0,34,13,51
349,0,111530,12822,8178,6,10,62,24,1,0,0,38,28,29
624,0,136795,3593,0,0,0,17,14,1,0,0,24,46,16
39,0,0,679,369,0,0,6,0,0,0,0,3,0,3
80,0,0,1499,663,0,0,4,0,0,0,0,2,0,7
89,0,16216,3861,2989,0,0,33,35,0,0,0,43,40,25
182,0,0,5826,4807,34,66,30,8,1,0,0,24,7,39
59,0,0,2294,2017,0,0,1,1,0,0,0,2,0,3
141,0,8904,5487,3536,23,23,46,42,0,0,0,44,47,28
137,0,28749,13290,6598,1,2,0,0,1,0,0,0,0,0
209,0,148720,4118,14750,1,2,17,24,1,0,0,25,12,19
83,0,25515,3820,3103,0,0,17,5,0,0,0,19,8,28
62,62,0,43,0,0,0,0,0,0,0,1,0,0,0
177,0,64271,6893,4246,0,0,29,28,0,1,0,39,10,51
49,0,14400,2050,882,0,0,14,8,0,0,0,13,6,21
47,0,12526,1169,739,0,0,8,6,0,0,0,16,6,26
50,50,179,64,0,0,0,0,0,0,0,1,0,0,0
60,0,25437,2080,1257,21,21,11,11,0,0,0,13,4,21
52,0,1055,2090,2208,2,2,23,16,0,0,0,19,22,51
31,0,9784,815,296,1,1,0,0,0,0,0,0,0,0
49,0,13041,1208,688,19,42,12,11,0,0,0,12,14,8
71,0,32757,2150,2817,0,0,28,21,0,0,0,34,19,24
32,0,74042,1172,1051,0,0,6,9,0,0,0,9,14,11
39,0,14360,2066,1156,24,25,12,0,0,0,0,15,3,19
101,0,20000,3619,6043,0,0,34,15,0,0,0,37,15,36
47,0,26938,1704,1026,0,0,15,4,0,0,0,17,5,22
61,0,13664,3278,1541,5,5,20,15,0,0,0,28,13,35
40,0,17139,1564,748,2,3,0,0,0,0,0,8,0,10
55,0,27077,2166,2310,0,0,11,0,0,0,0,11,0,14
90,0,27302,2490,1608,0,0,19,15,0,0,0,28,14,26
68,0,22524,2427,2466,24,27,20,14,0,0,0,21,10,47
106,0,5182,1813,0,0,1,0,0,0,0,0,0,0,0
211,0,6735,5926,4215,0,0,38,18,1,1,0,46,22,51
50,0,65347,2429,2385,0,0,41,44,0,0,0,38,37,45
346,0,0,3354,0,0,0,0,1,0,0,0,0,0,0
262,0,0,296,0,0,0,0,1,0,0,0,0,0,0
52,0,39354,1923,1885,0,0,26,29,0,0,0,23,22,22
50,0,19210,1366,1648,0,0,14,9,0,0,0,17,14,15
67,0,34061,1949,1669,0,0,25,15,0,0,0,34,15,35
22,0,12000,485,332,0,0,2,1,0,0,0,1,0,2
27,0,29599,1449,955,15,16,31,11,0,0,0,27,13,24
37,0,15215,1559,847,3,3,0,0,0,0,0,0,1,0
26,0,14678,1130,710,0,0,1,0,0,0,0,0,0,0
38,0,250,1619,866,0,0,13,2,0,0,0,13,7,11
63,0,30277,2087,1171,0,0,6,0,0,0,0,14,2,22
65,0,39611,2354,3347,0,0,33,18,0,0,0,21,13,16
52,0,25928,1136,477,0,0,3,0,0,0,0,1,0,4
116,0,47138,2875,2111,0,0,30,11,0,0,0,34,13,35
78,0,45372,1985,1645,0,0,16,16,0,0,0,14,22,12
49,0,36702,1751,1576,0,0,19,10,0,0,0,11,4,8
70,0,30001,3410,2575,29,48,32,13,0,0,0,23,8,41
72,0,29009,3286,1553,0,0,27,16,0,0,0,24,9,25
171,0,0,3386,1692,0,16,23,33,1,0,0,11,0,9
42,0,37437,1720,1129,0,0,14,5,0,0,0,11,8,11
33,10,6017,785,558,0,0,13,10,0,0,1,12,6,8
57,0,16707,2564,1739,0,0,37,17,0,0,0,25,11,26
84,0,13770,3011,2084,0,0,37,34,0,0,0,36,24,40
83,0,40947,2768,3387,0,0,41,12,1,0,0,43,10,26
77,0,32825,2697,1436,0,0,27,14,0,0,0,18,22,30
49,0,24888,2106,1011,0,0,13,10,0,0,0,21,5,32
45,0,20822,2198,2006,9,9,14,6,0,0,0,16,11,19
41,0,18864,2938,1717,0,0,11,10,0,0,0,16,13,19
200,0,2589,309,12,1,3,0,0,1,0,0,0,0,0
63,0,29707,4199,3214,15,15,23,16,0,0,0,33,16,31
78,0,18029,2714,3655,0,0,42,16,0,0,0,47,27,43
78,0,21498,2797,1691,13,18,17,7,0,0,0,19,11,38
49,0,23001,1277,1575,3,3,17,10,0,0,0,12,12,13
76,0,60598,950,1811,0,0,0,1,1,0,0,1,0,2
101,0,86180,4165,7785,0,1,31,23,0,0,0,36,28,33
27,0,162981,1951,2006,0,0,2,1,0,0,0,1,0,2
200,0,29326,5740,5228,0,0,18,10,1,0,0,23,13,100
92,0,510,2722,5308,0,0,12,10,0,0,0,7,0,13
149,0,0,4286,2131,0,0,21,3,0,0,0,33,3,54
72,0,17890,2127,2506,42,48,18,29,0,0,0,23,17,23
121,101,18871,1067,0,0,0,0,0,0,0,1,0,0,0
445,0,0,6945,1423,0,0,8,8,1,0,0,12,7,19
120,10,13254,3709,3062,0,0,16,4,0,0,1,0,0,0
85,0,35560,3339,2787,0,0,29,15,0,0,0,41,15,51
299,0,50810,9177,5430,0,0,25,4,0,0,0,39,1,47
100,100,0,963,0,0,0,1,1,0,0,1,1,0,2
238,0,141159,7438,3237,0,0,15,8,0,0,0,16,6,21
680,0,0,10189,3284,0,0,32,17,1,0,0,32,23,26
330,0,0,10676,6255,0,0,27,8,1,0,0,20,19,28
166,0,7950,5501,2694,0,1,38,21,0,0,0,52,21,33
100,0,6991,2150,3665,0,0,34,2,0,0,0,28,1,22
202,0,46274,7428,4931,0,0,32,4,0,0,0,39,14,72
223,0,171887,6769,9643,2,4,31,8,0,0,0,32,10,54
226,0,10600,6649,4463,0,0,35,10,0,0,0,48,20,52
200,0,55876,7330,5530,3,3,41,37,0,0,0,47,32,32
597,0,114795,18847,4683,0,1,12,5,1,0,0,10,6,15
189,0,47024,5683,4683,0,0,10,0,0,0,0,14,0,25
206,0,2196,7817,9853,0,0,21,26,0,0,0,38,28,28
380,0,111565,9612,6277,1,1,19,22,1,0,0,20,15,23
157,0,9580,3904,3763,0,0,18,0,0,0,0,20,2,43
545,0,0,18049,12103,6,7,44,27,1,0,0,44,23,20
311,0,82134,11301,8264,0,0,36,20,1,0,0,54,30,50
254,0,18550,7051,4616,0,0,29,11,0,0,0,25,7,45
441,0,159064,14246,4050,23,23,25,15,1,0,0,28,12,55
86,0,7476,2599,1734,0,0,9,0,0,0,0,8,0,11
96,0,29840,2994,1884,0,4,9,0,0,0,0,7,0,20
250,0,46696,8697,4833,0,0,19,6,0,0,0,34,9,21
1016,0,64746,6594,571,0,0,14,1,1,0,0,17,0,19
50,50,0,677,0,0,0,0,0,0,0,1,0,0,1
49,0,149398,1387,389,0,0,2,1,0,0,0,2,0,1
106,0,21106,3907,4584,2,2,14,4,0,0,0,17,7,57
165,0,134497,6704,5931,50,76,43,12,0,0,0,34,18,60
155,0,23551,5547,2429,0,2,0,0,1,0,0,0,0,0
109,0,33574,4080,2067,0,0,22,10,0,0,0,26,10,27
318,0,18285,10215,5688,10,21,33,24,0,0,0,34,25,32
158,0,91452,3654,2103,0,0,22,10,0,0,0,30,25,41
152,0,38263,5731,6471,0,0,26,28,0,0,0,31,22,48
120,120,0,736,0,0,0,0,1,0,0,1,0,0,0
347,0,86234,12176,5247,13,13,27,29,1,0,0,42,25,48
80,80,0,1052,0,0,0,0,0,0,0,1,0,0,0
91,0,18085,2564,2551,8,8,20,8,0,0,0,27,6,18
235,0,66408,7532,4091,0,0,39,10,0,0,0,50,10,64
297,0,0,2504,0,2,2,0,0,0,0,0,0,0,0
363,0,110535,10824,9037,0,0,25,21,1,0,0,39,17,41
177,0,0,5617,1185,0,0,13,8,1,0,0,12,0,9
151,151,0,1300,0,0,0,0,0,0,0,1,0,0,0
74,74,0,870,0,0,0,0,0,0,0,1,0,0,0
214,0,43384,7014,5591,0,0,38,8,1,0,0,41,5,77
145,0,57744,4789,2755,0,0,20,5,0,0,0,20,9,26
103,0,130767,5441,17736,0,0,0,0,1,1,0,0,0,0
543,35,307372,7538,3300,0,0,14,13,1,0,1,22,20,10
1232,52,357425,24875,6295,0,0,28,12,1,1,1,27,10,85
152,152,0,1050,0,0,0,0,0,1,0,1,0,0,0
236,0,0,4938,2998,0,0,7,10,1,0,0,10,3,33
575,20,289584,14645,4338,0,0,16,8,1,0,1,21,3,18
678,30,544529,16071,3722,0,0,3,0,1,1,1,12,0,52
213,0,14855,8526,7215,0,0,29,3,1,0,0,22,3,56
250,60,0,549,0,0,0,0,0,1,0,1,0,0,0
417,120,0,728,0,0,0,0,0,1,0,1,0,0,0
117,0,9805,3066,4051,5,5,18,3,0,0,0,19,6,29
197,0,13359,7063,5026,0,0,13,9,1,0,0,18,6,15
583,0,432145,21312,9899,0,0,9,0,1,1,0,3,0,43
415,23,95021,14374,4342,0,0,25,3,1,0,1,33,3,58
201,0,0,7085,3906,0,0,3,0,0,0,0,0,0,0
774,52,342152,22689,5678,0,0,5,0,1,1,1,3,0,82
605,0,0,7360,5425,0,0,38,14,1,0,0,28,26,19
36,0,9805,2422,1681,0,0,3,0,0,0,0,5,0,0
50,0,6625,1600,1311,0,0,9,6,0,0,0,11,4,17
245,0,14925,8517,4371,0,0,29,9,1,0,0,14,13,33
114,0,23850,6018,3774,0,0,53,27,0,0,0,46,18,64
92,86,0,235,0,0,0,0,0,1,0,1,0,0,0
184,0,44091,7792,6197,0,0,32,25,0,0,0,25,26,29
194,0,53000,5940,4958,10,10,42,3,1,0,0,24,3,67
190,0,34450,6805,2772,0,0,12,3,1,0,0,8,0,14
165,0,47700,6988,4943,28,28,40,25,0,0,0,28,19,44
110,57,0,1578,0,0,0,0,0,0,0,1,0,0,0
73,0,22525,3587,3115,28,29,30,3,0,0,0,28,3,28
150,140,16347,1540,725,0,0,9,3,1,0,1,10,7,3
65,0,156357,3788,2197,0,0,7,4,0,0,0,7,0,5
1203,64,641258,30354,5597,0,0,13,3,1,1,1,3,3,104
343,80,60569,7031,6572,0,0,36,21,1,0,1,23,29,43
523,0,199457,18367,2740,1,1,3,0,1,0,0,3,0,8
614,10,304750,9488,23986,0,0,26,12,1,0,1,16,14,14
254,0,18420,7591,5729,0,0,37,3,0,0,0,39,6,83
134,0,0,4544,2664,0,0,17,0,0,0,0,16,0,31
312,0,0,10522,4696,0,0,29,13,1,0,0,26,11,47
304,0,92750,5285,7560,0,0,7,0,1,0,0,3,0,8
195,0,5565,4754,4057,0,0,16,3,0,0,0,14,3,24
40,0,0,1593,0,0,0,8,3,0,0,0,3,3,7
615,40,354214,18665,7215,0,0,10,0,1,1,1,16,0,103
619,40,242514,12425,5310,0,0,5,3,1,0,1,0,0,0
213,16,5830,4807,3307,0,0,10,0,0,0,1,9,3,27
227,0,0,9002,7111,0,0,17,3,1,0,0,24,3,27
380,64,0,6706,5029,0,0,33,22,0,0,1,46,20,45
64,64,0,600,0,0,0,0,0,0,0,1,0,0,1
546,0,187452,6623,2290,0,0,31,10,1,0,0,21,27,15
248,0,42717,9026,8619,2,2,41,0,0,0,0,24,0,87
122,0,19875,3668,3826,0,0,15,3,0,0,0,8,7,23
271,0,11925,8784,5201,2,2,22,3,0,0,0,26,3,56
174,0,0,10051,4560,8,8,42,32,1,0,0,39,25,35
154,0,23850,5727,4093,0,0,44,15,0,0,0,33,18,72
80,0,0,2004,737,5,5,17,4,0,0,0,15,10,19
72,0,44500,2555,1691,0,0,39,43,0,0,0,39,33,12
149,0,109330,5252,3951,0,0,29,11,0,0,0,29,9,18
70,0,33125,1561,751,0,0,10,0,0,0,0,7,3,10
22,22,0,166,0,0,0,0,0,0,0,1,0,0,0
143,0,11925,3755,2419,0,0,19,0,0,0,0,9,3,20
389,0,149875,6381,3553,0,0,29,35,1,0,0,36,32,12
101,101,0,1422,0,0,0,0,0,1,0,1,0,0,0
222,0,19875,8108,3458,0,0,22,3,1,0,0,20,3,55
80,60,0,563,0,0,0,0,0,0,0,1,0,0,0
149,10,50026,2278,2148,0,0,1,0,1,0,1,5,1,3
125,0,12000,3336,2345,6,6,26,8,0,0,0,19,7,29
147,0,38955,5523,4694,0,0,35,9,0,0,0,49,17,70
242,0,42400,10945,5802,61,61,31,3,0,0,0,36,13,59
71,0,17755,3538,3844,0,0,30,3,0,0,0,19,3,27
246,10,29945,6681,6818,0,0,12,3,0,0,1,31,3,41
130,0,36305,4986,3323,2,2,43,10,0,0,0,29,3,28
25,0,15900,470,276,1,1,0,0,0,0,0,0,0,0
29,0,11925,507,158,0,0,1,1,0,0,0,0,0,1
80,0,28542,4143,3376,26,26,10,6,0,0,0,0,0,0
181,0,29680,5947,2477,0,0,19,3,0,0,0,26,11,66
67,0,25705,1514,1070,9,9,25,26,0,0,0,19,25,17
229,0,130380,4724,1699,0,0,27,28,1,0,0,22,25,18
66,0,23850,2366,1346,0,0,1,1,0,0,0,2,0,2
100,0,34580,3843,1551,9,11,7,0,0,0,0,8,0,12
54,0,20406,1913,546,0,4,9,3,0,0,0,8,3,12
99,0,0,3437,4422,0,0,38,0,0,0,0,29,0,22
160,0,48564,5798,5231,0,0,24,0,1,0,0,30,0,49
20,0,118291,1184,685,0,0,1,1,0,0,0,0,0,0
217,0,23850,8483,4658,0,0,34,10,1,1,0,41,23,60
40,0,38690,2450,2146,0,0,16,14,0,0,0,13,11,9
120,0,15900,3852,2315,0,0,27,9,0,0,0,20,11,29
70,0,79500,4324,2209,0,0,27,3,0,0,0,24,16,57
28,0,0,762,193,0,0,3,0,0,0,0,0,0,3
59,0,27560,2450,1914,0,0,1,0,0,0,0,43,27,13
47,0,10600,2315,724,0,0,7,0,0,0,0,6,0,10
42,0,25705,1150,515,0,0,3,0,0,0,0,3,0,3
85,10,27710,1029,717,0,0,0,0,0,0,1,0,0,0
70,0,53429,3157,3321,14,16,34,36,0,0,0,39,38,31
96,0,0,2601,3217,0,0,27,28,0,0,0,28,34,28
66,0,23055,1242,604,0,0,7,0,0,0,0,3,0,8
44,0,23407,1572,2195,2,12,11,0,0,0,0,11,0,21
132,0,31800,4542,4037,8,8,37,9,0,0,0,36,15,56
71,0,32897,2855,2895,0,2,11,3,0,0,0,17,0,16
71,0,43989,2745,1867,0,0,8,3,0,0,0,10,4,13
60,0,14200,3610,1714,0,0,12,0,0,0,0,12,0,18
109,0,0,2548,2138,0,0,3,3,1,0,0,3,3,3
613,0,165142,9111,5722,0,7,31,45,1,0,0,37,38,38
311,0,0,19033,11060,0,0,3,3,1,1,0,3,0,18
322,0,38955,10060,8494,0,11,36,18,1,0,0,25,18,53
72,0,18850,3710,2249,0,0,10,0,0,0,0,11,0,11
154,0,90137,3461,3451,17,55,55,60,0,0,0,42,43,33
72,0,46523,3306,2920,0,0,14,0,0,0,0,26,0,24
122,0,28090,3993,2506,0,0,18,10,0,0,0,17,9,25
65,0,48842,1648,1121,0,0,26,17,0,0,0,20,15,16
54,0,13250,1989,1081,0,0,15,6,0,0,0,9,7,20
90,0,18285,3223,3101,0,0,19,9,0,0,0,23,10,34
39,21,107,461,149,0,0,0,0,1,0,1,0,0,0
99,0,0,3296,0,0,0,1,1,0,0,0,0,0,0
111,0,0,4583,3323,0,0,3,0,0,0,0,0,0,0
32,0,31535,1619,1298,0,0,3,0,0,0,0,3,0,5
66,0,9012,2180,1377,0,0,10,0,0,0,0,8,3,19
154,0,79648,5272,3687,0,0,43,22,0,0,0,42,30,47
165,0,129084,4434,3570,0,0,14,0,0,0,0,13,3,26
199,0,50000,8968,6351,0,0,29,38,1,0,0,39,21,69
49,0,23320,1637,596,0,0,5,0,0,0,0,5,0,6
90,0,31800,3812,3726,0,0,26,17,0,0,0,0,0,0
96,85,0,1136,0,0,0,0,0,0,0,1,0,0,1
195,0,47700,5012,4250,0,0,17,28,0,0,0,27,26,28
203,0,33920,6201,4531,6,6,28,12,0,0,0,38,21,41
241,0,21200,8325,4661,6,16,37,30,0,0,0,43,30,46
124,0,64660,5237,4202,22,59,26,29,0,0,0,38,39,43
40,40,0,389,0,0,0,0,0,1,0,1,0,0,0
218,0,139522,11422,10677,0,0,0,2,1,1,0,3,3,53
58,0,0,3672,8143,0,0,20,19,1,0,0,0,0,0
97,97,3154,599,0,0,0,0,0,0,0,1,0,0,0
86,0,3689,3401,2186,0,0,10,0,0,0,0,7,2,19
94,0,21000,2502,2939,0,0,7,2,0,0,0,6,0,12
92,0,0,3282,1083,0,0,7,2,0,0,0,8,8,33
73,0,45375,2952,1736,2,2,28,27,0,0,0,23,21,23
43,0,17755,787,1322,0,0,6,0,0,0,0,6,3,6
151,0,19610,3505,2376,0,0,6,1,1,0,0,8,0,11
179,0,51675,7059,4856,14,38,27,22,0,0,0,34,38,48
44,0,21200,1642,1471,0,0,16,18,0,0,0,13,14,23
61,0,21995,2981,1362,0,0,13,0,0,0,0,19,0,30
202,0,5662,7742,4875,15,16,28,5,0,0,0,21,8,51
73,0,38955,2748,4770,0,0,10,7,0,0,0,16,6,16
52,0,14575,1983,1902,0,0,26,46,0,0,0,17,57,15
95,0,52205,2856,3008,10,11,9,2,0,0,0,23,25,26
167,0,38160,4825,8253,0,0,22,15,0,0,0,26,21,22
67,0,0,2305,3040,19,25,13,14,0,0,0,13,7,7
97,20,56497,2131,129,0,0,0,0,0,0,1,0,0,0
139,0,33125,3655,1892,0,0,8,14,0,0,0,11,14,30
99,0,39750,3164,3318,0,0,20,22,0,0,0,27,21,29
118,0,54060,3855,1984,28,30,15,13,0,0,0,8,0,6
106,0,49099,3779,3518,40,41,14,15,0,0,0,22,24,24
89,0,0,3069,4420,0,0,42,34,0,0,0,33,37,32
124,0,24910,4088,4775,0,0,26,6,0,0,0,0,0,0
99,0,27560,2917,2478,0,0,5,13,0,0,0,16,14,21
82,0,21200,2343,1710,0,0,2,1,0,0,0,0,0,0
112,0,19875,3388,1850,5,5,34,22,0,0,0,36,26,18
