BEDS,RBEDS,OUTV,ADM,SIR,SALESY,SALES12,PRHIP,PRKNEE,TH,TRAUMA,REHAB,HIP,KNEE,FEMUR,SALES_GROWTH,TOTAL_OPS,SALES_PER_BED
173,0,0,8570,5025,10,12,75,39,0,0,0,80,39,36,-2,155,0.057803468208092484
127,0,0,6357,5588,6,7,51,50,0,0,0,46,26,53,-1,125,0.047244094488188976
167,6,36500,5638,3474,52,60,90,32,1,0,1,70,29,57,-8,156,0.31137724550898205
404,0,146000,17907,7705,79,117,39,11,1,1,0,20,9,125,-38,154,0.19554455445544555
259,34,0,6447,5367,86,252,89,40,1,0,1,94,31,57,-166,182,0.33204633204633205
341,0,0,13584,9018,40,55,146,92,1,0,0,112,71,30,-15,213,0.11730205278592376
323,0,0,12957,4797,10,19,116,51,1,0,0,146,52,74,-9,272,0.030959752321981424
363,24,44200,9533,5396,3,6,170,107,1,0,1,176,89,89,-3,354,0.008264462809917356
382,0,120450,12461,5914,96,136,175,113,1,0,0,169,128,90,-40,387,0.2513089005235602
53,25,0,183,0,1,9,0,0,1,0,1,0,0,0,-8,0,0.018867924528301886
344,4,173654,7643,4135,282,320,43,20,1,0,1,51,23,26,-38,100,0.8197674418604651
560,0,142350,21537,14017,438,702,209,109,1,0,0,201,102,82,-264,385,0.7821428571428571
536,17,91250,22658,16674,369,735,211,99,1,1,1,248,136,131,-366,515,0.6884328358208955
1269,0,220112,9696,2530,102,124,28,9,1,0,0,30,10,17,-22,57,0.08037825059101655
185,28,13505,7923,6692,18,18,118,54,0,0,1,149,72,100,0,321,0.0972972972972973
225,0,29200,11962,3992,45,65,68,23,0,0,0,88,37,78,-20,203,0.2
224,0,0,15401,7674,8,121,147,91,0,0,0,138,114,76,-113,328,0.03571428571428571
80,0,2340,6812,3511,50,67,42,22,0,0,0,41,22,70,-17,133,0.625
205,0,16425,7671,4463,43,72,75,64,0,1,0,66,51,88,-29,205,0.2097560975609756
61,35,0,398,215,5,11,0,0,0,0,1,0,0,0,-6,0,0.08196721311475409
134,0,0,6551,5064,42,51,62,49,0,0,0,56,47,39,-9,142,0.31343283582089554
131,10,0,6984,4434,16,27,23,14,1,0,1,23,10,36,-11,69,0.12213740458015267
136,0,0,6968,4933,86,117,92,50,0,0,0,68,50,87,-31,205,0.6323529411764706
122,0,65700,4432,2227,5,9,28,31,0,0,0,37,38,47,-4,122,0.040983606557377046
136,0,18250,4427,2818,23,29,89,55,0,0,0,60,77,61,-6,198,0.16911764705882354
107,70,91250,1435,0,7,7,0,0,0,0,1,0,0,2,0,2,0.06542056074766354
80,68,0,637,0,35,42,0,0,0,0,1,0,0,0,-7,0,0.4375
231,48,108770,13919,8678,12,30,98,115,1,0,1,102,150,107,-18,359,0.05194805194805195
108,0,14600,4126,2740,17,19,41,23,0,0,0,68,40,29,-2,137,0.1574074074074074
177,0,0,11707,7451,67,134,110,67,0,0,0,117,114,76,-67,307,0.3785310734463277
276,23,96725,12656,6724,10,24,160,112,0,1,1,174,125,173,-14,472,0.036231884057971016
271,0,13140,12639,3902,59,79,10,3,1,1,0,18,5,73,-20,96,0.2177121771217712
205,19,0,8916,5141,11,11,1,0,1,1,1,3,2,35,0,40,0.05365853658536585
275,0,29200,16819,11848,0,0,271,134,1,0,0,275,173,161,0,609,0.0
258,0,0,14863,9962,88,123,133,79,1,0,0,176,98,100,-35,374,0.34108527131782945
149,39,0,2854,0,13,14,0,0,1,0,1,4,0,3,-1,7,0.087248322147651
297,0,0,14449,11685,192,285,113,44,0,0,0,140,50,117,-93,307,0.6464646464646465
120,0,0,4616,3955,2,10,93,54,0,0,0,69,77,44,-8,190,0.016666666666666666
227,0,64240,9924,7160,6,6,116,40,0,0,0,96,36,100,0,232,0.02643171806167401
88,0,14600,3107,2969,14,21,28,34,0,0,0,44,47,37,-7,128,0.1590909090909091
182,30,120450,4308,4739,15,27,68,29,0,0,1,56,26,47,-12,129,0.08241758241758242
278,0,0,16038,8700,1,15,92,65,1,0,0,79,93,80,-14,252,0.0035971223021582736
265,0,21900,11488,5049,217,368,138,67,0,0,0,151,67,98,-151,316,0.8188679245283019
289,25,109500,9029,5914,9,28,50,39,1,1,1,32,20,63,-19,115,0.031141868512110725
182,0,0,10973,6020,4,4,35,43,0,0,0,46,46,49,0,141,0.02197802197802198
395,0,382,14536,7491,98,190,141,141,1,0,0,155,122,110,-92,387,0.2481012658227848
314,0,20075,10791,7018,27,32,113,82,0,0,0,120,96,111,-5,327,0.08598726114649681
546,70,0,19592,7038,5,5,35,17,1,1,1,44,12,119,0,175,0.009157509157509158
210,0,45625,11290,7840,5,6,57,26,0,0,0,46,41,71,-1,158,0.023809523809523808
254,0,221016,14782,9938,2,2,110,66,0,0,0,132,105,154,0,391,0.007874015748031496
220,15,182500,8061,4578,11,11,13,12,1,0,1,17,7,44,0,68,0.05
101,0,52800,6027,3690,9,20,71,77,0,0,0,76,98,80,-11,254,0.0891089108910891
101,0,22630,4834,5180,72,141,71,73,0,0,0,68,77,50,-69,195,0.7128712871287128
370,0,39785,13450,8581,70,70,164,136,0,0,0,177,197,92,0,466,0.1891891891891892
222,0,51100,11723,9827,44,45,161,127,0,0,0,178,132,89,-1,399,0.1981981981981982
174,0,8760,6839,5002,36,37,45,21,0,0,0,54,37,59,-1,150,0.20689655172413793
110,0,0,6348,4050,72,113,39,31,0,0,0,75,56,53,-41,184,0.6545454545454545
225,0,9855,11702,11139,131,229,186,107,0,0,0,184,130,113,-98,427,0.5822222222222222
29,24,0,393,0,132,209,0,0,0,0,1,0,0,0,-77,0,4.551724137931035
43,0,0,2031,1917,18,25,67,38,1,0,0,64,52,48,-7,164,0.4186046511627907
83,15,16800,2663,4142,30,35,26,16,0,0,1,21,29,24,-5,74,0.3614457831325301
92,0,88642,3873,4678,5,8,73,39,0,0,0,66,34,33,-3,133,0.05434782608695652
78,0,36500,2990,2366,61,88,26,6,0,0,0,22,6,32,-27,60,0.782051282051282
108,6,0,5357,2850,18,18,66,49,0,0,1,57,49,56,0,162,0.16666666666666666
219,0,29200,11028,8988,190,351,86,71,0,0,0,92,91,82,-161,265,0.867579908675799
210,0,0,7381,3381,133,210,103,54,0,0,0,101,40,93,-77,234,0.6333333333333333
229,0,45625,9624,6170,12,20,84,52,0,0,0,95,74,80,-8,249,0.05240174672489083
104,0,47450,5107,4388,0,4,48,22,0,0,0,52,39,72,-4,163,0.0
122,0,21535,5960,2840,13,14,39,31,0,0,0,49,28,56,-1,133,0.10655737704918032
239,0,0,10269,10180,0,0,365,241,1,0,0,399,276,188,0,863,0.0
487,19,146000,20972,12846,0,4,73,51,1,1,1,85,55,210,-4,350,0.0
412,30,0,18914,12430,7,26,173,138,1,0,1,194,139,97,-19,430,0.01699029126213592
148,0,0,7498,5843,40,181,52,47,1,0,0,62,60,57,-141,179,0.2702702702702703
175,29,10950,6246,5426,4,4,65,35,1,0,1,55,44,85,0,184,0.022857142857142857
324,0,0,22612,12555,115,483,206,171,1,0,0,243,165,156,-368,564,0.3549382716049383
60,60,0,630,0,45,57,0,0,0,0,1,0,0,0,-12,0,0.75
203,0,82125,10738,7403,24,37,140,116,0,1,0,114,109,116,-13,339,0.11822660098522167
129,25,7300,2537,3579,29,33,68,79,0,0,1,28,37,28,-4,93,0.2248062015503876
110,0,12410,4953,4532,28,28,79,51,0,0,0,67,48,57,0,172,0.2545454545454545
133,0,0,4450,3518,63,69,54,48,0,1,0,62,45,60,-6,167,0.47368421052631576
128,0,36500,6452,7355,58,58,37,51,0,0,0,59,75,32,0,166,0.453125
256,0,0,9721,7735,152,244,84,73,1,1,0,85,83,124,-92,292,0.59375
185,0,22061,6900,4185,110,224,74,79,0,0,0,113,104,98,-114,315,0.5945945945945946
160,0,58762,6317,3792,70,95,21,8,0,1,0,19,7,60,-25,86,0.4375
105,99,2674,24,0,1,1,0,0,0,0,1,0,0,0,0,0,0.009523809523809525
476,0,115114,17666,13587,178,322,124,114,1,1,0,158,142,127,-144,427,0.3739495798319328
159,0,6390,7224,4434,1,3,46,42,1,0,0,55,40,70,-2,165,0.006289308176100629
86,86,55313,963,0,7,28,0,0,0,0,1,0,0,0,-21,0,0.08139534883720931
188,0,26235,5425,4316,7,12,53,30,1,0,0,40,28,101,-5,169,0.03723404255319149
170,0,246973,5026,4261,7,9,23,4,1,1,0,27,7,49,-2,83,0.041176470588235294
483,0,859088,21958,9429,32,32,116,102,1,1,0,99,0,62,0,161,0.06625258799171843
190,0,173732,12178,9805,142,142,157,161,0,0,0,171,137,78,0,386,0.7473684210526316
39,0,33049,2715,2870,3,8,39,39,0,1,0,36,28,46,-5,110,0.07692307692307693
110,0,25949,5121,4679,30,39,94,46,0,0,0,96,42,91,-9,229,0.2727272727272727
128,0,76089,5284,4080,23,31,72,43,0,0,0,64,42,47,-8,153,0.1796875
63,0,16425,2329,2365,23,49,36,31,0,1,0,28,20,38,-26,86,0.36507936507936506
324,0,124173,24404,13635,74,236,48,23,1,1,0,45,30,105,-162,180,0.22839506172839505
518,0,0,11972,777,9,23,76,80,1,0,0,74,81,51,-14,206,0.017374517374517374
299,33,205582,12284,13599,196,232,129,58,1,0,1,133,71,107,-36,311,0.6555183946488294
385,23,445687,17581,15314,31,44,293,283,1,0,1,283,279,163,-13,725,0.08051948051948052
308,16,80961,9116,8016,84,108,72,72,0,0,1,74,60,58,-24,192,0.2727272727272727
231,0,60648,12668,8924,145,145,130,110,1,0,0,128,145,81,0,354,0.6277056277056277
451,0,180057,19131,20756,45,103,224,178,1,0,0,227,161,145,-58,533,0.09977827050997783
350,31,99458,15775,11047,122,226,162,87,1,1,1,166,85,134,-104,385,0.3485714285714286
416,20,8433,18858,13044,30,46,293,224,0,1,1,288,242,186,-16,716,0.07211538461538461
71,0,20578,3823,4015,55,65,30,12,0,1,0,25,20,37,-10,82,0.7746478873239436
124,0,66952,5718,5772,46,48,130,127,0,1,0,130,140,47,-2,317,0.3709677419354839
49,0,44467,3608,3163,14,38,24,5,0,1,0,26,11,37,-24,74,0.2857142857142857
470,0,52470,18839,9957,200,404,374,375,0,0,0,273,217,215,-204,705,0.425531914893617
129,0,19853,6564,5229,99,201,116,121,0,0,0,106,104,91,-102,301,0.7674418604651163
111,0,84216,5359,5893,22,22,44,33,0,0,0,46,49,42,0,137,0.1981981981981982
123,19,17952,2791,1740,14,14,30,21,0,0,1,33,26,34,0,93,0.11382113821138211
114,0,17234,6117,5875,48,69,76,83,0,1,0,96,85,92,-21,273,0.42105263157894735
305,0,137687,9546,8142,2,2,90,82,0,1,0,98,70,58,0,226,0.006557377049180328
152,24,186996,5112,5282,0,0,157,148,0,0,1,171,162,72,0,405,0.0
153,0,67154,6215,5556,36,36,77,47,0,0,0,69,63,79,0,211,0.23529411764705882
181,12,20917,9269,9771,172,291,142,146,0,1,1,147,165,122,-119,434,0.9502762430939227
235,8,20146,13299,13382,0,0,147,102,1,1,1,169,107,95,0,371,0.0
188,0,36150,9435,5761,81,119,99,76,0,0,0,107,63,94,-38,264,0.4308510638297872
149,0,36755,9510,5620,7,7,80,48,0,0,0,114,51,80,0,245,0.04697986577181208
213,2,63986,16560,21526,33,69,119,135,1,0,1,119,110,87,-36,316,0.15492957746478872
258,22,9804,12799,9074,0,17,208,143,1,0,1,164,103,62,-17,329,0.0
770,10,308362,30824,32011,5,11,606,367,1,0,1,633,388,248,-6,1269,0.006493506493506494
320,26,329669,11440,6211,0,6,12,1,1,1,1,9,1,206,-6,216,0.0
149,10,1492,3962,1529,4,4,40,25,0,0,1,26,0,11,0,37,0.026845637583892617
229,0,6374,12961,9004,0,0,267,220,1,0,0,302,193,163,0,658,0.0
376,18,260550,18960,10611,0,0,258,244,1,0,1,279,273,97,0,649,0.0
197,24,60946,10670,13798,3,30,159,84,0,0,1,146,104,122,-27,372,0.015228426395939087
113,0,36764,5666,3634,76,106,86,68,0,0,0,106,66,82,-30,254,0.672566371681416
386,30,184791,14720,9745,86,107,60,41,1,0,1,75,41,36,-21,152,0.22279792746113988
190,25,25170,9512,5652,23,25,108,76,0,0,1,100,71,79,-2,250,0.12105263157894737
179,0,10978,9861,5598,2,3,103,37,0,0,0,73,64,64,-1,201,0.0111731843575419
153,0,27852,6141,4454,112,116,169,149,0,0,0,169,148,132,-4,449,0.7320261437908496
125,0,28557,5260,4658,23,28,113,96,0,0,0,90,75,81,-5,246,0.184
272,0,4277,13428,8742,83,113,143,116,0,0,0,148,106,112,-30,366,0.30514705882352944
126,0,41695,4949,4122,7,7,58,35,0,0,0,61,29,67,0,157,0.05555555555555555
199,50,174370,9484,5610,0,0,110,70,1,1,1,127,78,92,0,297,0.0
320,38,128323,15522,11836,0,27,154,119,1,0,1,159,125,100,-27,384,0.0
105,0,28866,2299,4588,5,17,59,52,0,0,0,61,65,73,-12,199,0.047619047619047616
294,0,11251,15061,12732,12,12,237,156,1,0,0,203,163,130,0,496,0.04081632653061224
60,0,14061,3486,2598,27,29,74,66,0,0,0,54,40,63,-2,157,0.45
110,0,31889,3421,3076,11,26,62,36,0,0,0,53,58,37,-15,148,0.1
300,18,71544,15961,13962,3,3,166,68,0,0,1,167,100,97,0,364,0.01
171,0,57752,9699,7282,0,0,117,128,0,0,0,116,129,72,0,317,0.0
233,0,26289,9081,5860,40,101,126,97,0,1,0,156,118,139,-61,413,0.17167381974248927
176,21,40601,8142,8706,14,39,137,141,0,0,1,127,170,96,-25,393,0.07954545454545454
225,0,51999,11701,7289,1,1,94,86,1,0,0,133,104,94,0,331,0.0044444444444444444
65,65,0,553,0,22,36,59,39,1,0,1,12,9,2,-14,23,0.3384615384615385
623,37,90744,24046,16715,61,182,213,165,1,0,1,284,186,154,-121,624,0.09791332263242375
332,14,44171,12021,9759,72,115,123,96,1,0,1,156,133,90,-43,379,0.21686746987951808
272,0,32038,8105,5003,35,46,114,68,0,0,0,133,85,115,-11,333,0.12867647058823528
123,0,11136,4301,3252,1,21,74,36,0,0,0,68,56,64,-20,188,0.008130081300813009
144,12,56536,5145,2868,45,67,68,69,0,0,1,96,75,57,-22,228,0.3125
126,30,53843,3865,3174,6,6,58,27,0,1,1,46,36,37,0,119,0.047619047619047616
238,0,39011,6478,5695,26,33,42,35,1,0,0,90,41,30,-7,161,0.1092436974789916
370,0,157111,15192,7599,49,57,85,48,0,0,0,72,30,54,-8,156,0.13243243243243244
210,0,22899,7691,4519,0,0,77,44,0,0,0,89,85,76,0,250,0.0
288,0,15061,10520,11785,0,0,99,68,0,0,0,96,57,96,0,249,0.0
218,16,41539,6529,5095,0,0,89,74,1,0,1,88,75,86,0,249,0.0
106,0,20969,7308,4168,0,0,67,272,0,1,0,50,181,17,0,248,0.0
207,0,21200,6736,5703,0,0,68,66,0,0,0,97,67,84,0,248,0.0
201,0,18283,8057,4639,0,0,76,62,0,1,0,83,80,84,0,247,0.0
295,0,77401,8094,8882,0,0,94,63,0,0,0,102,72,70,0,244,0.0
559,0,129089,19100,12353,0,0,102,49,1,1,0,103,57,83,0,243,0.0
232,0,83950,11051,7712,0,0,76,59,0,0,0,92,58,92,0,242,0.0
195,0,56441,4412,5078,0,0,86,47,1,0,0,102,67,73,0,242,0.0
183,0,136875,9301,6752,0,0,68,48,0,0,0,85,100,57,0,242,0.0
399,0,31800,13005,5800,0,0,78,26,0,0,0,74,26,141,0,241,0.0
147,0,6360,6197,7190,0,0,83,61,0,0,0,92,42,106,0,240,0.0
354,0,34675,10728,8640,0,0,74,31,1,0,0,96,40,104,0,240,0.0
262,37,85227,7952,12492,0,0,83,58,0,0,1,81,75,83,0,239,0.0
294,16,42808,10229,5804,0,0,67,42,1,0,1,73,55,110,0,238,0.0
217,0,61961,5400,7836,0,0,73,116,0,0,0,86,109,42,0,237,0.0
225,11,146656,7163,5766,0,0,80,58,0,0,1,77,74,86,0,237,0.0
364,20,50350,13954,7080,0,0,79,58,1,0,1,76,59,101,0,236,0.0
116,0,12329,2646,2802,0,0,61,37,0,0,0,79,69,88,0,236,0.0
191,0,72875,3988,3939,0,0,78,55,0,0,0,96,61,77,0,234,0.0
165,0,0,3954,2545,0,0,74,36,1,0,0,87,64,82,0,233,0.0
501,0,210451,17498,9997,0,0,93,41,1,0,0,67,52,113,0,232,0.0
685,0,76354,24597,19610,0,0,0,1,1,1,0,71,73,88,0,232,0.0
313,0,45961,12977,12316,0,0,98,88,1,1,0,87,61,81,0,229,0.0
357,0,106000,11729,6700,0,0,70,35,0,1,0,92,41,94,0,227,0.0
322,0,126123,13694,8655,0,0,117,61,1,1,0,122,58,46,0,226,0.0
843,0,576999,26006,11902,0,0,17,13,0,1,0,67,95,64,0,226,0.0
236,16,190157,7838,5792,0,0,79,96,0,0,1,73,76,76,0,225,0.0
464,0,281457,16370,11990,0,0,99,70,1,0,0,98,61,66,0,225,0.0
296,0,109061,12097,5464,0,0,83,60,1,0,0,78,55,91,0,224,0.0
467,0,291547,15666,13194,0,0,41,28,1,1,0,58,24,142,0,224,0.0
208,0,73068,5426,7112,0,0,94,84,0,0,0,67,87,67,0,221,0.0
198,0,10950,9508,7377,0,0,102,56,0,0,0,107,47,65,0,219,0.0
180,0,13780,7095,5874,0,0,62,86,0,0,0,69,79,71,0,219,0.0
188,0,47170,8136,5567,0,0,61,35,0,0,0,84,49,86,0,219,0.0
277,0,70391,11216,10338,0,0,84,63,0,0,0,61,60,96,0,217,0.0
221,0,106692,9857,6860,0,0,92,53,1,0,0,80,55,81,0,216,0.0
230,0,5073,10999,12093,0,0,77,42,0,0,0,75,47,94,0,216,0.0
189,0,139061,8992,12754,0,0,55,55,1,0,0,73,75,68,0,216,0.0
374,0,89923,16404,9880,0,0,80,46,1,1,0,74,48,93,0,215,0.0
195,0,96000,8452,6436,0,0,57,46,1,0,0,66,67,81,0,214,0.0
178,14,9125,5823,5609,0,0,85,55,0,0,1,90,58,65,0,213,0.0
338,0,68368,13628,14084,0,0,101,32,1,1,0,78,35,100,0,213,0.0
119,0,19805,3676,3188,0,0,60,62,0,0,0,83,94,36,0,213,0.0
176,0,0,12071,6993,0,0,72,38,0,0,0,94,56,63,0,213,0.0
214,12,63547,5931,4716,0,0,74,94,0,0,1,81,88,43,0,212,0.0
270,0,4745,8539,5972,0,0,65,36,0,0,0,83,44,85,0,212,0.0
467,0,52205,23125,8266,0,0,9,0,1,1,0,17,12,183,0,212,0.0
156,0,27279,10593,9759,0,0,86,81,0,0,0,69,77,65,0,211,0.0
136,0,32595,6116,5179,0,0,57,97,0,0,0,64,103,44,0,211,0.0
327,15,54000,9999,7131,0,0,58,53,0,1,1,83,40,88,0,211,0.0
247,0,75156,11415,8800,0,0,55,6,1,0,0,53,6,151,0,210,0.0
266,0,81578,11503,9193,0,0,72,46,1,0,0,76,44,89,0,209,0.0
311,30,15512,10391,5147,0,0,81,60,0,0,1,69,49,89,0,207,0.0
185,17,140906,6226,5294,0,0,79,50,1,0,1,80,48,79,0,207,0.0
206,4,68515,7885,4360,0,0,65,32,0,0,1,73,48,86,0,207,0.0
108,0,70868,6552,5341,0,0,52,68,0,0,0,63,85,58,0,206,0.0
381,0,71778,21502,14644,0,0,74,65,1,0,0,82,68,55,0,205,0.0
373,0,82637,12418,10488,0,0,83,34,1,0,0,85,40,80,0,205,0.0
498,0,363545,19396,7765,0,0,66,32,1,1,0,57,29,119,0,205,0.0
143,0,13600,5858,5204,0,0,84,66,0,1,0,67,72,65,0,204,0.0
112,0,44171,4298,3524,0,0,48,49,0,0,0,73,62,69,0,204,0.0
100,0,19697,5395,6400,0,0,90,67,0,0,0,73,58,72,0,203,0.0
224,0,0,9847,4778,0,0,87,23,0,0,0,71,40,92,0,203,0.0
273,0,28419,6620,5071,0,0,108,26,0,0,0,78,19,105,0,202,0.0
155,0,120000,6377,6378,0,0,68,59,0,0,0,53,67,82,0,202,0.0
75,0,6652,1239,1853,0,0,58,40,1,0,0,69,40,93,0,202,0.0
316,0,189691,16784,8535,0,0,43,12,1,1,0,61,18,122,0,201,0.0
352,0,83206,11701,6987,0,0,78,46,1,0,0,79,44,77,0,200,0.0
267,0,23725,9310,4352,0,0,55,52,0,0,0,69,60,71,0,200,0.0
228,30,87450,11077,5696,0,0,85,60,1,0,1,91,69,39,0,199,0.0
133,0,58498,3875,2875,0,0,25,14,1,0,0,83,64,52,0,199,0.0
291,0,39011,13906,16694,0,0,68,55,1,0,0,66,50,82,0,198,0.0
238,16,79500,7407,5673,0,0,32,31,0,0,1,79,57,62,0,198,0.0
162,0,50350,5393,6212,0,0,82,99,0,0,0,72,91,31,0,194,0.0
70,0,0,3679,3505,0,0,57,84,0,0,0,49,104,41,0,194,0.0
165,0,42587,7729,5052,0,0,80,37,0,0,0,63,47,83,0,193,0.0
326,0,0,9480,7598,0,0,76,34,0,0,0,72,27,93,0,192,0.0
109,0,31755,3980,2751,0,0,47,37,0,0,0,76,53,63,0,192,0.0
231,0,77406,8937,4441,0,0,60,23,0,0,0,74,34,84,0,192,0.0
271,0,67365,9536,9698,0,0,44,25,1,1,0,61,48,83,0,192,0.0
154,0,70755,6319,5171,0,0,54,45,0,0,0,63,72,56,0,191,0.0
203,0,25440,7823,4382,0,0,68,26,0,0,0,64,37,89,0,190,0.0
265,0,41541,7952,7995,0,0,64,37,0,0,0,63,35,91,0,189,0.0
212,0,44161,7624,6940,0,0,61,62,0,0,0,54,50,84,0,188,0.0
196,0,29680,6562,6472,0,0,58,47,1,0,0,56,49,83,0,188,0.0
160,0,25219,7680,4826,0,0,76,63,0,0,0,67,53,67,0,187,0.0
567,0,322456,21697,12675,0,0,53,44,1,0,0,48,50,89,0,187,0.0
550,0,323934,18504,10460,0,0,35,17,1,1,0,40,32,113,0,185,0.0
146,0,81060,5677,4930,0,0,50,77,0,0,0,47,81,56,0,184,0.0
189,0,120055,6821,5038,0,0,62,43,0,0,0,57,66,61,0,184,0.0
130,0,22778,6491,5361,0,0,93,77,0,0,0,68,56,59,0,183,0.0
264,0,61011,18333,9527,0,0,76,87,0,1,0,66,55,62,0,183,0.0
144,0,18815,4481,4952,0,0,83,66,0,0,0,79,54,50,0,183,0.0
310,0,151920,13071,6106,0,0,60,43,1,0,0,45,46,92,0,183,0.0
205,0,24928,6518,10724,0,0,72,25,0,0,0,66,42,75,0,183,0.0
140,0,24440,5785,4293,0,0,61,29,0,0,0,71,47,65,0,183,0.0
250,0,16165,8772,8600,0,0,81,61,0,0,0,69,47,66,0,182,0.0
105,0,10897,4144,2225,0,0,65,76,0,0,0,64,70,48,0,182,0.0
72,0,12911,2985,2414,0,0,69,53,0,0,0,69,73,39,0,181,0.0
93,0,21436,4264,3023,0,0,61,53,0,0,0,59,70,52,0,181,0.0
148,20,12962,5698,4224,0,0,71,34,0,0,1,73,46,62,0,181,0.0
462,33,324826,13661,4364,0,0,55,0,1,1,1,58,3,120,0,181,0.0
150,0,26235,7001,4657,0,0,55,49,0,0,0,60,51,69,0,180,0.0
268,0,131412,11856,7470,0,0,40,8,0,1,0,63,14,103,0,180,0.0
159,0,19416,6109,3851,0,0,60,38,0,1,0,56,47,76,0,179,0.0
95,0,2624,4291,4229,0,0,66,75,0,0,0,65,52,61,0,178,0.0
169,0,37406,5465,4335,0,0,57,82,0,0,0,46,95,37,0,178,0.0
92,0,78444,4133,3075,0,0,54,77,0,0,0,59,79,40,0,178,0.0
207,0,135496,9381,7400,0,0,52,59,0,0,0,65,62,51,0,178,0.0
292,0,41654,12204,5340,0,0,40,67,0,0,0,41,60,77,0,178,0.0
280,0,28729,8580,5827,0,0,62,41,1,0,0,59,27,92,0,178,0.0
719,0,155755,23136,13396,0,0,36,18,1,1,0,27,11,140,0,178,0.0
100,0,23699,4861,4154,0,0,50,51,0,0,0,53,76,48,0,177,0.0
133,0,41715,4639,4031,0,0,50,49,0,1,0,43,75,59,0,177,0.0
106,0,42114,4245,5041,0,0,55,49,0,0,0,39,55,82,0,176,0.0
131,0,0,3947,4835,0,0,49,53,0,0,0,56,55,65,0,176,0.0
239,0,28637,9424,4942,0,0,44,24,0,0,0,47,29,100,0,176,0.0
330,0,95989,19403,7361,0,0,41,75,1,0,0,50,88,37,0,175,0.0
151,0,52896,6817,4877,0,0,63,42,0,0,0,66,48,60,0,174,0.0
268,12,0,14138,7864,0,0,57,42,0,0,1,66,42,66,0,174,0.0
240,0,15034,9570,7213,0,0,86,44,0,0,0,72,42,59,0,173,0.0
213,0,27131,9058,5654,0,0,63,27,0,0,0,62,21,90,0,173,0.0
441,0,0,17280,7664,0,0,58,28,1,1,0,42,41,89,0,172,0.0
150,0,0,6242,5753,0,0,52,33,0,0,0,60,31,81,0,172,0.0
615,30,204512,18546,5659,0,0,50,29,1,1,1,59,27,86,0,172,0.0
207,0,42400,7241,4193,0,0,48,44,0,0,0,64,47,60,0,171,0.0
547,0,99987,16712,17135,0,0,55,17,1,0,0,50,18,103,0,171,0.0
130,0,19345,5337,3548,0,0,49,64,0,0,0,57,59,54,0,170,0.0
610,151,164250,4594,2752,0,0,113,74,1,0,1,82,76,11,0,169,0.0
176,0,29631,5553,3739,0,0,78,81,0,1,0,66,56,47,0,169,0.0
382,0,74200,12610,11378,0,0,92,54,1,0,0,56,46,66,0,168,0.0
141,0,52278,6004,3235,0,0,50,53,0,0,0,65,65,38,0,168,0.0
161,12,19714,8952,7656,0,0,59,39,0,0,1,67,29,72,0,168,0.0
156,0,5300,5744,3810,0,0,52,57,1,0,0,53,53,61,0,167,0.0
190,0,39485,8918,5976,0,0,69,23,0,0,0,53,30,84,0,167,0.0
300,0,0,15776,6942,0,0,65,26,0,0,0,58,19,90,0,167,0.0
575,0,0,11695,9684,0,0,58,32,0,0,0,61,33,73,0,167,0.0
328,0,0,12559,10459,0,0,38,33,0,1,0,60,39,68,0,167,0.0
800,0,187010,15045,7651,0,0,61,72,1,0,0,63,84,19,0,166,0.0
230,0,0,5815,4898,0,0,70,22,0,0,0,66,30,70,0,166,0.0
442,0,19875,12466,7130,0,0,52,20,1,0,0,39,15,112,0,166,0.0
96,0,8330,3738,3331,0,0,53,26,0,0,0,63,36,67,0,166,0.0
137,0,31800,7565,4908,0,0,58,35,1,1,0,57,42,66,0,165,0.0
195,0,65700,7591,7572,0,0,69,14,1,0,0,71,22,72,0,165,0.0
212,0,2750,8276,5837,0,0,54,8,0,0,0,54,3,108,0,165,0.0
252,0,80676,6244,4437,0,0,40,32,0,0,0,55,46,64,0,165,0.0
191,0,28402,7627,5714,0,0,37,36,1,0,0,64,42,59,0,165,0.0
36,0,29609,2012,2896,0,0,59,89,0,0,0,77,77,10,0,164,0.0
188,0,4126,7361,5368,0,0,62,23,0,0,0,66,46,52,0,164,0.0
331,16,217240,11908,8412,0,0,67,55,1,0,1,67,49,47,0,163,0.0
195,0,12001,6289,5441,0,0,68,54,0,0,0,61,50,52,0,163,0.0
162,0,35326,5700,5619,0,0,88,32,0,0,0,67,22,74,0,163,0.0
266,0,39750,9249,5999,0,0,48,48,1,0,0,63,39,60,0,162,0.0
246,0,116060,6876,6659,0,0,44,33,0,0,0,68,36,58,0,162,0.0
211,0,37206,9255,6014,0,0,73,42,0,0,0,62,30,69,0,161,0.0
135,0,70755,6168,6526,0,0,54,56,0,0,0,51,64,46,0,161,0.0
337,0,40369,11701,10213,0,0,53,54,0,0,0,55,43,63,0,161,0.0
301,0,87149,12793,9560,0,0,67,10,1,0,0,66,8,87,0,161,0.0
100,0,18168,4673,4253,0,0,66,49,0,0,0,63,43,53,0,159,0.0
128,0,23055,4508,3228,0,0,45,61,0,0,0,39,75,45,0,159,0.0
174,0,36419,5308,5080,0,0,59,48,0,0,0,57,46,55,0,158,0.0
130,0,25257,4004,4289,0,0,46,47,0,0,0,48,45,65,0,158,0.0
128,0,19202,5281,3943,0,0,65,77,0,0,0,39,58,60,0,157,0.0
